,image_path,label
20063,dataset\raw-img\butterfly\e835b90929f21c22d2524518b7444f92e37fe5d404b0144390f8c770a3e5b7_640.jpg,0
20064,dataset\raw-img\elephant\ea37b0072ff5033ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efb4bb_640.jpg,5
20065,dataset\raw-img\dog\OIP-RRprxY6URKEujziZevBccwHaJu.jpeg,4
20066,dataset\raw-img\horse\OIP-O5B1JhmVtQVPVzgx8Aa7WAHaFP.jpeg,6
20067,dataset\raw-img\cat\1458.jpeg,1
20068,dataset\raw-img\squirrel\OIP-3s4dt2LLmSunm6XeuuikHQHaEK.jpeg,9
20069,dataset\raw-img\chicken\593.jpeg,2
20070,dataset\raw-img\sheep\eb36b40d2cf7063ed1584d05fb1d4e9fe777ead218ac104497f5c978a6eab2b0_640.jpg,7
20071,dataset\raw-img\cat\256.jpeg,1
20072,dataset\raw-img\spider\OIP-bOZcEO3gC1antkf24scDFwHaJ4.jpeg,8
20073,dataset\raw-img\spider\OIP-CKQxJgBB9GqBTNNl4T82TgHaE6.jpeg,8
20074,dataset\raw-img\spider\eb31b1072bf4093ed1584d05fb1d4e9fe777ead218ac104497f5c97ca5ecb3b9_640.jpg,8
20075,dataset\raw-img\dog\OIP--Vd4TYq5XdX4Flb0D3yBNAHaGg.jpeg,4
20076,dataset\raw-img\cow\OIP-9ULt6O_CyRWwOfW77FirsAHaEc.jpeg,3
20077,dataset\raw-img\horse\OIP-Chb7l_vyQ7nrlgqSLvcRVgHaHu.jpeg,6
20078,dataset\raw-img\butterfly\OIP-JQHQ_FqukblNSxO0Y8aKkAHaE6.jpeg,0
20079,dataset\raw-img\sheep\OIP-4Q4OiU4tHv2K-KTk37BtkQHaHu.jpeg,7
20080,dataset\raw-img\butterfly\OIP-OQbn_tJql2s73K3ollAsCQHaEo.jpeg,0
20081,dataset\raw-img\spider\OIP-c5fi6u2rX_QM1SP7OEK8pAEsDQ.jpeg,8
20082,dataset\raw-img\dog\OIP-ARiaKTBJQ74Ox0KZcKddngHaJ4.jpeg,4
20083,dataset\raw-img\chicken\790.jpeg,2
20084,dataset\raw-img\dog\OIP-00zvckpZ8XDEzk-Fv4HjkQHaGL.jpeg,4
20085,dataset\raw-img\spider\OIP-Fyk4qHu_V7T7ivGFU5BsyAHaEk.jpeg,8
20086,dataset\raw-img\butterfly\ea37b80821f7063ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,0
20087,dataset\raw-img\dog\OIP-nA1ryvfIs-Wqqo_eiF0iSQHaFj.jpeg,4
20088,dataset\raw-img\spider\OIP-Md4AMcvjaHcivJqeW06wEwHaFW.jpeg,8
20089,dataset\raw-img\chicken\OIP-mkIy4zg8611Ij8a5Mkq0ZgHaGF.jpeg,2
20090,dataset\raw-img\cat\530.jpeg,1
20091,dataset\raw-img\sheep\eb36b40d2cf7053ed1584d05fb1d4e9fe777ead218ac104497f5c978a6eab2b0_640.jpg,7
20092,dataset\raw-img\cat\1752.jpeg,1
20093,dataset\raw-img\sheep\OIP-a4q3rdacruHa3wKw5TvFjAAAAA.jpeg,7
20094,dataset\raw-img\elephant\OIP-moCOhvItIKWmsVXnWh4FUQHaEp.jpeg,5
20095,dataset\raw-img\spider\OIP-PORM-RxUfuU-FF-SK6xS6gHaFj.jpeg,8
20096,dataset\raw-img\dog\OIP-lskN9LE2vNHf4p6SGQa1_QHaFj.jpeg,4
20097,dataset\raw-img\butterfly\ea36b7062cf6073ed1584d05fb1d4e9fe777ead218ac104497f5c97faee8b1b8_640.jpg,0
20098,dataset\raw-img\cat\904.jpeg,1
20099,dataset\raw-img\spider\OIP-mJCtBPPSqv_MnvhtnPlMwQHaGO.jpeg,8
20100,dataset\raw-img\butterfly\OIP-gEyyNDk-Nym-X4weAl7IsQHaFz.jpeg,0
20101,dataset\raw-img\cat\1740.jpeg,1
20102,dataset\raw-img\spider\OIP-lAmIFWv0KHT2Qkg4RDOu-AHaFj.jpeg,8
20103,dataset\raw-img\chicken\OIP-e1Tqhk-9RUFfJk2LtIc6dAHaFj.jpeg,2
20104,dataset\raw-img\chicken\OIP-KBHAkJq4fmMakjyKMB-RqgHaGa.jpeg,2
20105,dataset\raw-img\elephant\OIP-CTCAYDCKqB3WBlJOXD3QgQHaEo.jpeg,5
20106,dataset\raw-img\butterfly\eb33b90721f0073ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,0
20107,dataset\raw-img\cat\972.jpeg,1
20108,dataset\raw-img\dog\OIP-9eTuOCGKnRBv0BclGuXFFwHaEK.jpeg,4
20109,dataset\raw-img\butterfly\OIP-pnzbvlXaG2RsVoVpJ0RhmwAAAA.jpeg,0
20110,dataset\raw-img\spider\OIP-65fYKVPAdCXw6JmEdvdayQEsDK.jpeg,8
20111,dataset\raw-img\dog\OIP-aLAIfL4PPk2xVxIWT7R-MwHaHa.jpeg,4
20112,dataset\raw-img\spider\OIP-BghfUH6i9ACrFPu28ihayAHaF5.jpeg,8
20113,dataset\raw-img\elephant\ea35b6082ef7043ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efbcb0_640.jpg,5
20114,dataset\raw-img\butterfly\ea33b20c2cf61c22d2524518b7444f92e37fe5d404b0144390f8c770a3e5b7_640.jpg,0
20115,dataset\raw-img\butterfly\e83db00b28e90021d85a5854ee454296eb70e3c818b413449df6c87ca3ed_640.jpg,0
20116,dataset\raw-img\chicken\213.jpeg,2
20117,dataset\raw-img\horse\OIP-D_RaDzGxjMuBtWTSTiINAQHaFd.jpeg,6
20118,dataset\raw-img\dog\OIP-EwWbP-y62Cvk-GNXtcqDoQAAAA.jpeg,4
20119,dataset\raw-img\dog\OIP-7ZXjMusna2TPO1Y8peYf-wHaFj.jpeg,4
20120,dataset\raw-img\spider\OIP-ppMTN3R12CSlJRhVMe611wHaIj.jpeg,8
20121,dataset\raw-img\chicken\OIP-gpsj2UfJ3B5uHyAypz5A5wHaGU.jpeg,2
20122,dataset\raw-img\squirrel\OIP-MTVkHlbGEJJ5WGZkPbx4MQHaGa.jpeg,9
20123,dataset\raw-img\elephant\e837b50f28f5003ed1584d05fb1d4e9fe777ead218ac104497f5c978a4eebdbd_640.jpg,5
20124,dataset\raw-img\cow\OIP-GZxYBarv2381iIb3pl1YsAHaE0.jpeg,3
20125,dataset\raw-img\butterfly\OIP-BtCgHCaDIDG52nLmqVF0nwHaFj.jpeg,0
20126,dataset\raw-img\spider\OIP-OFrnDZP_biqIx74M-9m5ygHaFL.jpeg,8
20127,dataset\raw-img\spider\OIP-lubB7-VMz4PwaEKANzjpJQHaFm.jpeg,8
20128,dataset\raw-img\spider\OIP-8Jf9E2kUmQj6zt-ZBpvK0AHaE8.jpeg,8
20129,dataset\raw-img\spider\ea35b50d2efd063ed1584d05fb1d4e9fe777ead218ac104497f5c97ca5ecb5b1_640.jpg,8
20130,dataset\raw-img\chicken\OIP-kPGUrufnfBzeH3ieWr-MjgHaGl.jpeg,2
20131,dataset\raw-img\butterfly\OIP-9ZJl7aqCjMNFtmovBjnu2AHaFj.jpeg,0
20132,dataset\raw-img\dog\OIP-0YsYBkNjUXqvOr300zCUsgHaJV.jpeg,4
20133,dataset\raw-img\cow\OIP-j0V6z3YN7zlY7Pkc0L9RLQAAAA.jpeg,3
20134,dataset\raw-img\cow\OIP-tDhk5o0hnhHElwXOF4FgpQHaFc.jpeg,3
20135,dataset\raw-img\elephant\OIP-J3xiIc627FDGliUxaUI5ZgHaEo.jpeg,5
20136,dataset\raw-img\elephant\eb34b10721f3013ed1584d05fb1d4e9fe777ead218ac104497f5c978a4eebdbd_640.jpg,5
20137,dataset\raw-img\sheep\OIP-MR2E0qp_0wHbwDuD-NrShAHaF4.jpeg,7
20138,dataset\raw-img\elephant\eb32b40c28f0023ed1584d05fb1d4e9fe777ead218ac104497f5c978a4eebdbd_640.jpg,5
20139,dataset\raw-img\spider\OIP-KVtE7aGqNLXW5h6IRpNULgEpEs.jpeg,8
20140,dataset\raw-img\dog\OIP-O05BzEsWB-5FlPE-H4oupwHaFi.jpeg,4
20141,dataset\raw-img\chicken\OIP-m6Ok4oo57p-DMrCdS0d8TAHaD_.jpeg,2
20142,dataset\raw-img\spider\ea36b4092ef6083ed1584d05fb1d4e9fe777ead218ac104497f5c97ca5edb3bd_640.jpg,8
20143,dataset\raw-img\horse\OIP-e0dp-sqGSj36vS1be8GONgHaEo.jpeg,6
20144,dataset\raw-img\chicken\OIP-9Lx9dNfUqW11UXKm9x_0_QHaE8.jpeg,2
20145,dataset\raw-img\elephant\ea37b80d2ff1033ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efb4bb_640.jpg,5
20146,dataset\raw-img\sheep\OIP-alFN-4rJ7itwHpeHNzy0igHaFj.jpeg,7
20147,dataset\raw-img\chicken\OIP-p3mykahzIA31xWF-zmG7fAHaFr.jpeg,2
20148,dataset\raw-img\dog\OIP-4Lu6ch_JVCAzM-OzG_2lZAHaFj.jpeg,4
20149,dataset\raw-img\spider\OIP-Mx1w4PgwBd-68Me2CDRzcAHaH1.jpeg,8
20150,dataset\raw-img\horse\OIP-Fjb02eLhE-Ip4le22gmcbgHaE3.jpeg,6
20151,dataset\raw-img\chicken\OIP-kRt5cQiQhs6Z8MA43IGaGgHaHa.jpeg,2
20152,dataset\raw-img\spider\OIP-r_2ILjVvXIE4hTPNflunIQHaHa.jpeg,8
20153,dataset\raw-img\spider\OIP-h_y2HyMzfEcFWAP8PtJ5RAHaE9.jpeg,8
20154,dataset\raw-img\dog\OIP-ajqb7RmUNxDiT5joIWu5_AHaEo.jpeg,4
20155,dataset\raw-img\squirrel\OIP-khK6A9fi1PjsO54Jp7xxvgAAAA.jpeg,9
20156,dataset\raw-img\dog\OIP-sYOrKBQU1wlnp-nCzpyDdQHaHa.jpeg,4
20157,dataset\raw-img\chicken\OIP-InRaoDVW_5Cu8ZRdSzbl6AHaHT.jpeg,2
20158,dataset\raw-img\squirrel\OIP-1bdfFKzkU_HfUimBYVivrAHaFH.jpeg,9
20159,dataset\raw-img\spider\OIP-gWzu6IZi_3rhmrNzxRjOXgHaHf.jpeg,8
20160,dataset\raw-img\horse\OIP-irWuWeIWd3Hm3BWGd0OEsQHaGO.jpeg,6
20161,dataset\raw-img\butterfly\OIP-FOPlu3CIqxTTJBcMQBY5RQHaF6.jpeg,0
20162,dataset\raw-img\squirrel\OIP-S4tnCqvtKD2Z4OW0Clg4lAHaFj.jpeg,9
20163,dataset\raw-img\dog\OIP-e111LxbNm9GPyl0G3A3OuwHaJ4.jpeg,4
20164,dataset\raw-img\horse\OIP-ROI1tBErQas6h2pS84h-bQHaGv.jpeg,6
20165,dataset\raw-img\cow\OIP-HvZPQWheyXKcWl2oC2MNmAHaGv.jpeg,3
20166,dataset\raw-img\squirrel\OIP-qpk6O6XuEVy8GJhwp16FXAHaFj.jpeg,9
20167,dataset\raw-img\chicken\OIP--XiTXu4-Akz-yvraCtalMwHaEc.jpeg,2
20168,dataset\raw-img\squirrel\OIP-smaDg9Di1-c_N1X-Wj4nSwHaFc.jpeg,9
20169,dataset\raw-img\chicken\OIP-bhD_dTtw7m3OUqQxObu4wwHaE7.jpeg,2
20170,dataset\raw-img\elephant\ea37b10821f7003ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efbcb0_640.jpg,5
20171,dataset\raw-img\dog\OIP-I4bjT03ihK9yn1p7NZOCngHaFj.jpeg,4
20172,dataset\raw-img\dog\OIP-H042bC5Zgghdep1UUpaUTQHaFR.jpeg,4
20173,dataset\raw-img\butterfly\OIP-nsTmGOeO5ssBjsCVwK4v1wHaFj.jpeg,0
20174,dataset\raw-img\spider\OIP-lt64IjhLs7MOZLvydb09EAHaEv.jpeg,8
20175,dataset\raw-img\sheep\OIP-B-KIcjSDs-jkSr_FkSfvtQHaF0.jpeg,7
20176,dataset\raw-img\horse\OIP-96nHrpFGuUGnWvpy9GLjHQHaLH.jpeg,6
20177,dataset\raw-img\cat\272.jpeg,1
20178,dataset\raw-img\dog\OIP-bjgDNEQGZ9Hrdx9Kx0-5AQAAAA.jpeg,4
20179,dataset\raw-img\elephant\OIP-dpcJ7XGylZL5C5x5T-My3QHaE5.jpeg,5
20180,dataset\raw-img\dog\OIP-kUBGk0EyETNUsvPKxxRm1QHaE8.jpeg,4
20181,dataset\raw-img\horse\OIP-Tdn47pexOyY46gGI7nInFAHaGl.jpeg,6
20182,dataset\raw-img\cat\1008.jpeg,1
20183,dataset\raw-img\cat\1071.jpeg,1
20184,dataset\raw-img\dog\OIP-glP_df2geLAzylRLlK6RvQHaIt.jpeg,4
20185,dataset\raw-img\butterfly\OIP-mQ95c6Zv25CIbrWIi4_TnAHaEq.jpeg,0
20186,dataset\raw-img\sheep\eb32b90e2cf6043ed1584d05fb1d4e9fe777ead218ac104497f5c978a6eab2b0_640.jpg,7
20187,dataset\raw-img\chicken\OIP-rMfod2MhIAwf2ox6NXAQRgHaE8.jpeg,2
20188,dataset\raw-img\dog\OIP-muFCGG6Qau1iKG9UZIk3SQHaFA.jpeg,4
20189,dataset\raw-img\chicken\OIP-CavQp9o2cSDoa5lZNNjZUgHaHa.jpeg,2
20190,dataset\raw-img\horse\OIP-tEX8rvIDaxzi0UKMH-_IjQHaGO.jpeg,6
20191,dataset\raw-img\dog\OIP-TnB2sKIBLNliIv3DzzKkkwHaHg.jpeg,4
20192,dataset\raw-img\sheep\OIP-jr0P5HIwq-6H4kzW6yFJZQHaE7.jpeg,7
20193,dataset\raw-img\dog\OIP-fJYovnZhVYbJ5Lhd3SDBNgHaEi.jpeg,4
20194,dataset\raw-img\spider\ea35b7082bf2003ed1584d05fb1d4e9fe777ead218ac104497f5c97ca5edb3bd_640.jpg,8
20195,dataset\raw-img\butterfly\OIP-KaYXV79KK3t-dKWmB1F5HgHaC_.jpeg,0
20196,dataset\raw-img\squirrel\OIP-piMoX5NKVaUJER7jFWWTagHaJ4.jpeg,9
20197,dataset\raw-img\cow\OIP-dcHHD__EXsmMJehIx2Jc0QHaFw.jpeg,3
20198,dataset\raw-img\dog\OIP-2JCHRqKve3bRpIHN33ySPwAAAA.jpeg,4
20199,dataset\raw-img\dog\OIP-HztzgAbg0V2A8WF1Yd3d_wHaFQ.jpeg,4
20200,dataset\raw-img\elephant\eb35b9062df2093ed1584d05fb1d4e9fe777ead218ac104497f5c978a4efbcb0_640.jpg,5
20201,dataset\raw-img\chicken\OIP-fV0iSkjAzG_d4NkJ0F5wUQEgDY.jpeg,2
20202,dataset\raw-img\spider\OIP-64BrpAg4oaUD4xNIzfQ3jQHaE8.jpeg,8
20203,dataset\raw-img\dog\OIP-7CMsGs0YgimHW4clR8sLIAHaJ4.jpeg,4
20204,dataset\raw-img\cat\422.jpeg,1
20205,dataset\raw-img\spider\OIP-QEE5NeuhKlzLsyJeq_nKPwHaDt.jpeg,8
20206,dataset\raw-img\cat\659.jpeg,1
20207,dataset\raw-img\squirrel\OIP-sqlG1vvoHYQP-eoid5EXyQHaFi.jpeg,9
20208,dataset\raw-img\cow\OIP-NRUjTh1gVmO94hutCohaLgHaDp.jpeg,3
20209,dataset\raw-img\chicken\OIP-5QQxtfk3m1yOqyilJY6p7gHaHm.jpeg,2
20210,dataset\raw-img\dog\OIP-b55QXxuwXAPXdamn43Sy_wHaEG.jpeg,4
20211,dataset\raw-img\chicken\804.jpeg,2
20212,dataset\raw-img\chicken\OIP-RRqQMwqTFTMC1ci9fl2SNwHaE8.jpeg,2
20213,dataset\raw-img\chicken\OIP-HoXwdHRk6CRpcap91dWo4ADYEg.jpeg,2
20214,dataset\raw-img\squirrel\OIP-TctdnonHpH3GewstVy3ThAHaE7.jpeg,9
20215,dataset\raw-img\cat\1122.jpeg,1
20216,dataset\raw-img\cat\1075.jpeg,1
20217,dataset\raw-img\butterfly\OIP-r-ldnBIMA-NAoWuuTRY6dgHaE5.jpeg,0
20218,dataset\raw-img\butterfly\OIP-ib11dDHjoIaXFlJP32IsVgHaGd.jpeg,0
20219,dataset\raw-img\butterfly\OIP-G-bVVBJVfXD1FLnyJfKWvgHaFl.jpeg,0
20220,dataset\raw-img\horse\OIP-jV-31cNPDAcDwYYPwVUSggAAAA.jpeg,6
20221,dataset\raw-img\squirrel\OIP-ADOooAvJ5Vag13ol8mDKVAHaE8.jpeg,9
20222,dataset\raw-img\chicken\962.jpeg,2
20223,dataset\raw-img\squirrel\OIP-iFrF3Bj98eSzFsib-LF2-gHaLJ.jpeg,9
20224,dataset\raw-img\cow\OIP-GkxDFnpfuo-MOHHM4SsZqwHaE8.jpeg,3
20225,dataset\raw-img\horse\OIP-cciXRs_-jbXgGk42tfrGnAHaF1.jpeg,6
20226,dataset\raw-img\butterfly\OIP-O_aDfOHgWhmBJJoqRxUR3QHaHa.jpeg,0
20227,dataset\raw-img\squirrel\OIP-LVFlbZNeVA7NIKnL6bdMCgHaEo.jpeg,9
20228,dataset\raw-img\cat\1839.jpeg,1
20229,dataset\raw-img\horse\OIP-lHC9MUkf_sPmNoBV3-tzpgHaF_.jpeg,6
20230,dataset\raw-img\dog\OIP-o4S_IpjxvmzsOCGcQQiBhgHaKN.jpeg,4
20231,dataset\raw-img\chicken\OIP-1eurQbzoAUhZgeWBCzwspQHaFV.jpeg,2
20232,dataset\raw-img\elephant\eb32b40f2bf4073ed1584d05fb1d4e9fe777ead218ac104497f5c978a4eebdbd_640.jpg,5
20233,dataset\raw-img\butterfly\OIP-hnULNKDpvO21yel2vtnp8wHaGN.jpeg,0
20234,dataset\raw-img\cow\OIP-5aVCAmUDmWd6RuJ4zOrjrgHaE6.jpeg,3
20235,dataset\raw-img\chicken\OIP-rv3Ezu3l8X_cyIa7VjwhiwHaE8.jpeg,2
20236,dataset\raw-img\dog\OIP-jHg--fO2z4qVfpdlgF8UpAHaFj.jpeg,4
20237,dataset\raw-img\chicken\51.jpeg,2
20238,dataset\raw-img\horse\OIP-BdHR3jUSWM51_EQJ83LIpAHaFL.jpeg,6
20239,dataset\raw-img\chicken\OIP-8zqg3UfXZdhp8Sej85BSwAHaFj.jpeg,2
20240,dataset\raw-img\dog\OIP-ObLxV3cTZ0HZ5btNE2HgmgHaE8.jpeg,4
20241,dataset\raw-img\dog\OIP-LBk61xKG1utMLyGyu0rnnQHaE7.jpeg,4
20242,dataset\raw-img\spider\ea35b6062df4023ed1584d05fb1d4e9fe777ead218ac104497f5c97ca5edb3bd_640.jpg,8
20243,dataset\raw-img\spider\OIP-B9O_QtcTa59IJlMkNrFPKQHaFj.jpeg,8
20244,dataset\raw-img\dog\OIP-gcNuyZsGf-xtvYP-pUSddQHaJ4.jpeg,4
20245,dataset\raw-img\dog\OIP-7MSdwYlOWuTG0zgohdmuUQHaFj.jpeg,4
20246,dataset\raw-img\chicken\OIP--GV5ETVlQ9MPRpaYlDehhwHaKD.jpeg,2
20247,dataset\raw-img\cow\OIP-QTpj9ebqCeR0G7XnWhCb_wHaE8.jpeg,3
20248,dataset\raw-img\cat\1164.jpeg,1
20249,dataset\raw-img\dog\OIP-lCkJB9fn82PQ5Vcv4SLAPgHaJ4.jpeg,4
20250,dataset\raw-img\cat\1019.jpeg,1
20251,dataset\raw-img\horse\OIP-lgYu2jpfGs0-au9jljRK6AHaE6.jpeg,6
20252,dataset\raw-img\spider\OIP-2G2nyEmq-Btcwkzw7niulgHaE7.jpeg,8
20253,dataset\raw-img\butterfly\OIP-2SxhHpU5pmOITjacAxYNbQHaLH.jpeg,0
20254,dataset\raw-img\butterfly\OIP-lVqi3q9whB1vSpqGD1lU7AHaEg.jpeg,0
20255,dataset\raw-img\butterfly\OIP-g2OH87gfdLyKZ9yKXmv-CwHaFE.jpeg,0
20256,dataset\raw-img\dog\OIP-p-rkatkx8b8G3kUvL1GasAHaD0.jpeg,4
20257,dataset\raw-img\spider\OIP-cVlQCgNOSjcRior33ogGwwHaHa.jpeg,8
20258,dataset\raw-img\spider\OIP-rmA7PSlecURb3llzdeJHGQHaE7.jpeg,8
20259,dataset\raw-img\butterfly\OIP-aQkQNzzVP_Ds_8izS-YseAHaEa.jpeg,0
20260,dataset\raw-img\sheep\OIP-GaYsAvLG-GLQoct8b6rHLQHaFj.jpeg,7
20261,dataset\raw-img\dog\OIP-mffrW864IzLEl9cqQnbzrAHaE7.jpeg,4
20262,dataset\raw-img\spider\OIP-Ta4EK5VKkka_4yq5Tr_s6AHaE8.jpeg,8
20263,dataset\raw-img\dog\OIP-JsLBXqjj2sfKjrqFydJI4wHaLI.jpeg,4
20264,dataset\raw-img\dog\OIP-obILMl0vzTYTEePU67slRAHaE8.jpeg,4
20265,dataset\raw-img\spider\OIP-ainUm5ydLCq8GnU-YCabyAHaIa.jpeg,8
20266,dataset\raw-img\dog\OIP-jjeOe_pyxpFS3ZU13M3yMQDMEy.jpeg,4
20267,dataset\raw-img\dog\OIP-mF9zP6k7V_3Dy6gdhMyFfgHaEK.jpeg,4
20268,dataset\raw-img\spider\OIP-75VYnwtJpjfVvgnawX09-AHaD9.jpeg,8
20269,dataset\raw-img\cow\OIP-GgNecpRbpTvl0VRPv52XEgHaGq.jpeg,3
20270,dataset\raw-img\chicken\OIP-OIc6uKm6_oyKd6XCNRDNUwAAAA.jpeg,2
20271,dataset\raw-img\spider\eb34b4062bf5033ed1584d05fb1d4e9fe777ead218ac104497f5c97ca5ecb3b9_640.jpg,8
20272,dataset\raw-img\butterfly\OIP-CwCrFFlYuAS0uWUevYxKXAHaF7.jpeg,0
20273,dataset\raw-img\spider\OIP-9QMt0qCtXmE4flMZSFAftwHaE5.jpeg,8
20274,dataset\raw-img\sheep\eb34b7092efc063ed1584d05fb1d4e9fe777ead218ac104497f5c978a6ebb3bf_640.jpg,7
20275,dataset\raw-img\sheep\eb34b7092efc023ed1584d05fb1d4e9fe777ead218ac104497f5c978a6ebb3bf_640.jpg,7
20276,dataset\raw-img\spider\OIP-7XMIkBUqk43V6NrnXE24qAHaFm.jpeg,8
20277,dataset\raw-img\dog\OIP-HhLnxdZDnr9HZIuyqRP0jwHaE7.jpeg,4
20278,dataset\raw-img\cow\OIP-LZfT0hwj1qLe85pw8u58swHaE8.jpeg,3
20279,dataset\raw-img\chicken\OIP-aDS5h-0Izcvx0eKmi9Mc-AHaEK.jpeg,2
20280,dataset\raw-img\spider\OIP-qufTw7ykFzYfgFsEXGEzlAHaGu.jpeg,8
20281,dataset\raw-img\dog\OIP-p31fa3t87CqbnyVcgyzRggHaKW.jpeg,4
20282,dataset\raw-img\horse\OIP-k4WmYdJrA_mQioa0msbGHgHaE6.jpeg,6
20283,dataset\raw-img\cow\OIP-hgPYtwyqSqQxUtiOQqkV4AHaE1.jpeg,3
20284,dataset\raw-img\squirrel\OIP-105Sk7mV2JFb7FuNFTAc7QAAAA.jpeg,9
20285,dataset\raw-img\sheep\OIP-N_JNO1AUohCqveahhqlqjAHaF-.jpeg,7
20286,dataset\raw-img\butterfly\OIP-6AbVy3qOvTsCxj8oNJ91RwHaFj.jpeg,0
20287,dataset\raw-img\horse\OIP-fSyEEt3OIK7iDqwLP6ywIQHaJd.jpeg,6
20288,dataset\raw-img\horse\OIP-CkNFW641wEJoOLraNEzmfgHaE7.jpeg,6
20289,dataset\raw-img\dog\OIP-0ERf2k91vjSIq_POpXYImwHaFj.jpeg,4
20290,dataset\raw-img\dog\OIP-slhykrhD8CLGVGOeyxMhfQHaE6.jpeg,4
20291,dataset\raw-img\spider\OIP-7ZrYqD2XXQzzTIGjs0oEzQHaFS.jpeg,8
20292,dataset\raw-img\horse\OIP--jy2_p3NvNX51l-FNfOPzAHaFj.jpeg,6
20293,dataset\raw-img\butterfly\OIP-cTclMEFKRlRP1BXlfaUKtgHaE7.jpeg,0
20294,dataset\raw-img\sheep\OIP-OvTnSlsozZM6aMQ-rYKMjAHaE0.jpeg,7
20295,dataset\raw-img\spider\OIP-hlO1bzFr4o3XZ5Duma_JDwHaFC.jpeg,8
20296,dataset\raw-img\horse\OIP-jrCzvUV-YqJ45PWItGEzegHaLL.jpeg,6
20297,dataset\raw-img\spider\OIP-PyODQWk5eLntFJDggvDLUQAAAA.jpeg,8
20298,dataset\raw-img\dog\OIP-b0AL6Xph5XPdHHlyT0lwGgHaHh.jpeg,4
20299,dataset\raw-img\chicken\OIP-oxpCai4KG_iZ9k2DWoEGuQHaGl.jpeg,2
20300,dataset\raw-img\spider\OIP-DOGmiikaJ3jdnfx1V1bztwHaF7.jpeg,8
20301,dataset\raw-img\cow\OIP-FW05Ug0tra6vm_DRm3swYAHaGv.jpeg,3
20302,dataset\raw-img\cat\1549.jpeg,1
20303,dataset\raw-img\spider\OIP-t95KOYliiBkovl3YrJod_gHaE6.jpeg,8
20304,dataset\raw-img\spider\OIP-hZe50jey0NwBQlni4HF59AHaMB.jpeg,8
20305,dataset\raw-img\dog\OIP-dchtH2WFpOdjf60MQnRrxAHaGb.jpeg,4
20306,dataset\raw-img\sheep\eb3db40b21f7013ed1584d05fb1d4e9fe777ead218ac104497f5c978a6eab2b0_640.jpg,7
20307,dataset\raw-img\chicken\OIP-gkRIh8PcwALl_iGbZfk0OAHaE8.jpeg,2
20308,dataset\raw-img\dog\OIP-SjaaLC4SB_28PSPAWH8WMQHaE6.jpeg,4
20309,dataset\raw-img\dog\OIP-spSfqC_Zu4BaETOdPG4S2AHaFj.jpeg,4
20310,dataset\raw-img\cat\477.jpeg,1
20311,dataset\raw-img\cow\OIP-plxzuABYk3Dl_0gi96y4LwHaFj.jpeg,3
20312,dataset\raw-img\sheep\OIP-98mr5PkfIjn5_LAlfewNNAHaFk.jpeg,7
20313,dataset\raw-img\dog\OIP-DhTPBAA73c9nBoMKHeumiQHaE7.jpeg,4
20314,dataset\raw-img\dog\OIP-nj0Ow1soDJTB1ouq0BAnQwHaE7.jpeg,4
20315,dataset\raw-img\spider\OIP-0XoB9HHy62Ub42Mdd0PCFAHaJV.jpeg,8
20316,dataset\raw-img\dog\OIP-mVf_xpofY_vB3vCP5BjEhQHaH1.jpeg,4
20317,dataset\raw-img\dog\OIP-FCbVL7g_1shNjdA-5bKsVQHaFj.jpeg,4
20318,dataset\raw-img\dog\OIP-aqR35qitWqncJMrb2juo7gHaHC.jpeg,4
20319,dataset\raw-img\cow\OIP-QNXg7dEwjiqm8onAO7S9TwHaFj.jpeg,3
20320,dataset\raw-img\dog\OIP-nKEISblGTv9ud4V8K_L56wHaF8.jpeg,4
20321,dataset\raw-img\cow\OIP-bEj_uP4nQFq7HdQhj5-IwAHaEK.jpeg,3
20322,dataset\raw-img\spider\e834b20f2cf0083ed1584d05fb1d4e9fe777ead218ac104497f5c97ca5edb3bd_640.jpg,8
20323,dataset\raw-img\chicken\OIP-6P0oKrob9isGDvjNPay4CwHaJ4.jpeg,2
20324,dataset\raw-img\spider\OIP-MTyGdjGJ-gN9t5EkoxFCTAHaEK.jpeg,8
20325,dataset\raw-img\butterfly\OIP-AqAW6TuaZe54CLCpj3XSjQHaHC.jpeg,0
20326,dataset\raw-img\sheep\OIP-aaXcnd4bxj3qvdcwAMVahAAAAA.jpeg,7
20327,dataset\raw-img\cow\OIP-JGga5Rixrsm7giNmwM7TFAAAAA.jpeg,3
20328,dataset\raw-img\chicken\OIP-5fV-r-lSGleyBu82ExeuOgHaFj.jpeg,2
20329,dataset\raw-img\chicken\OIP-Isj53kTCKi_bguVzYmRuLwHaHm.jpeg,2
20330,dataset\raw-img\butterfly\OIP-0-M4adMCfm8xuWUCy5IXdQHaKe.jpeg,0
20331,dataset\raw-img\squirrel\OIP-AtvJitnddjr8C8MMGjh23QAAAA.jpeg,9
20332,dataset\raw-img\horse\OIP-of5IHG0f_IqqRoJRMV8nEgHaEK.jpeg,6
